Name,Surname,Date birth,Unit,Class,Sex,Race,Citizenship,Married,Children,Salary per day,Territory,Occupation,Pets,Food
Sofia,Evans,1979-08-02,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,2,1.00
Ellie,Fisher,1980-10-07,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Gold,2,1.00
Phoebe,Foster,1982-11-12,Peasant,Worker,Female,Human,Stormwind,Yes,4,1.00,Stormwind,Tree,3,1.00
Matilda,Gardner,1993-01-24,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,1,1.00
Ruby,Gibson,1986-03-05,Peasant,Worker,Female,Human,Lordaeron,Yes,4,1.00,Lordaeron,Gold,3,1.00
Mila,Gordon,1977-05-09,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,1,1.00
Evelyn,Graham,1988-07-17,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,2,1.00
Lucy,Grant,1989-09-25,Peasant,Worker,Female,Human,Lordaeron,Yes,5,1.00,Lordaeron,Tree,3,1.00
Erin,Gray,1976-10-13,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,3,1.00
Imogen,Green,1990-12-03,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,1,1.00
Lottie,Griffiths,1981-01-27,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,2,1.00
Holly,Hall,1985-04-05,Peasant,Worker,Female,Human,Kul Tiras,Yes,5,1.00,Kul Tiras,Tree,3,1.00
Bella,Hamilton,1978-06-19,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,1,1.00
Sienna,Harris,1992-08-02,Peasant,Worker,Female,Human,Kul Tiras,Yes,2,1.00,Kul Tiras,Gold,1,1.00
Layla,Harrison,1984-11-22,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,2,1.00
Maya,Harvey,1983-01-01,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,2,1.00
Eliza,Henderson,1980-03-21,Peasant,Worker,Female,Human,Lordaeron,Yes,5,1.00,Lordaeron,Gold,3,1.00
Penelope,Hill,1987-05-18,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Gold,3,1.00
Clara,Holmes,1976-07-28,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,1,1.00
Aria,Howard,1991-10-23,Peasant,Worker,Female,Human,Lordaeron,Yes,3,1.00,Lordaeron,Tree,2,1.00
Willow,Hughes,1989-12-16,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,3,1.00
Georgia,Hunt,1984-01-08,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,1,1.00
Annabelle,Jackson,1975-04-03,Peasant,Worker,Female,Human,Stormwind,Yes,1,1.00,Stormwind,Gold,2,1.00
Violet,James,1993-06-12,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Gold,3,1.00
Aurora,Jenkins,1986-08-22,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,3,1.00
Thea,Johnson,1977-10-29,Peasant,Worker,Female,Human,Kul Tiras,Yes,1,1.00,Kul Tiras,Tree,2,1.00
Zara,Johnston,1992-12-21,Peasant,Worker,Female,Human,Stormwind,Yes,5,1.00,Stormwind,Gold,1,1.00
Harper,Jones,1981-02-04,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,1,1.00
Molly,Kelly,1989-04-28,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Gold,1,1.00
Emma,Kennedy,1983-07-09,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,3,1.00
Luna,King,1978-09-21,Peasant,Worker,Female,Human,Kul Tiras,Yes,3,1.00,Kul Tiras,Gold,2,1.00
Julia,Knight,1991-11-03,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,1,1.00
Faith,Lawson,1988-01-28,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,3,1.00
Ivy,Lee,1979-03-17,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,2,1.00
Harriet,Lewis,1984-06-29,Peasant,Worker,Female,Human,Kul Tiras,Yes,2,1.00,Kul Tiras,Gold,3,1.00
Lydia,Lloyd,1980-08-12,Peasant,Worker,Female,Human,Stormwind,Yes,5,1.00,Stormwind,Gold,2,1.00
Nancy,Marshall,1985-10-30,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,1,1.00
Summer,Mason,1987-12-01,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Tree,3,1.00
Rose,Matthews,1990-02-11,Peasant,Worker,Female,Human,Lordaeron,Yes,5,1.00,Lordaeron,Gold,1,1.00
Grace,Mitchell,1982-05-23,Peasant,Worker,Female,Human,Stormwind,Yes,2,1.00,Stormwind,Tree,3,1.00
Florence,Moore,1977-07-05,Peasant,Worker,Female,Human,Stormwind,Yes,1,1.00,Stormwind,Gold,2,1.00
Jessica,Morgan,1992-09-14,Peasant,Worker,Female,Human,Lordaeron,Yes,5,1.00,Lordaeron,Tree,1,1.00
Hallie,Morris,1986-11-20,Peasant,Worker,Female,Human,Lordaeron,Yes,1,1.00,Lordaeron,Tree,1,1.00
Edith,Murphy,1978-01-15,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,1,1.00
Bonnie,Murray,1993-03-30,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,2,1.00
Lola,Nelson,1981-05-25,Peasant,Worker,Female,Human,Kul Tiras,Yes,3,1.00,Kul Tiras,Gold,1,1.00
Maddison,Newton,1989-07-06,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,2,1.00
Aaliyah,Nichols,1983-10-11,Peasant,Worker,Female,Human,Kul Tiras,Yes,1,1.00,Kul Tiras,Tree,2,1.00
Delilah,Palmer,1990-12-14,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Tree,1,1.00
Maria,Parker,1985-02-22,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,1,1.00
Amelie,Phillips,1976-04-17,Peasant,Worker,Female,Human,Kul Tiras,Yes,3,1.00,Kul Tiras,Gold,2,1.00
Maisie,Porter,1988-06-07,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,3,1.00
Robyn,Price,1991-09-28,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Gold,1,1.00
Eden,Reid,1979-11-13,Peasant,Worker,Female,Human,Stormwind,Yes,2,1.00,Stormwind,Gold,1,1.00
Aurora,Richards,1986-01-19,Peasant,Worker,Female,Human,Kul Tiras,Yes,5,1.00,Kul Tiras,Gold,3,1.00
Gracie,Richardson,1990-03-22,Peasant,Worker,Female,Human,Lordaeron,Yes,4,1.00,Lordaeron,Tree,2,1.00
Leah,Roberts,1987-05-26,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Gold,2,1.00
Amber,Robinson,1978-08-09,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,3,1.00
Jasmine,Rogers,1984-10-19,Peasant,Worker,Female,Human,Stormwind,Yes,1,1.00,Stormwind,Tree,3,1.00
Elise,Rose,1991-12-05,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,1,1.00
Betsy,Ross,1987-02-27,Peasant,Worker,Female,Human,Lordaeron,Yes,5,1.00,Lordaeron,Gold,3,1.00
Eleanor,Russell,1977-04-03,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,3,1.00
Martha,Scott,1989-07-14,Peasant,Worker,Female,Human,Lordaeron,Yes,5,1.00,Lordaeron,Gold,2,1.00
Esmae,Shaw,1981-09-25,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,3,1.00
Alexandra,Simpson,1983-11-02,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,3,1.00
Rosie,Smith,1982-01-29,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,1,1.00
Darcy,Spencer,1988-03-15,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,1,1.00
Tilly,Stevens,1990-06-09,Peasant,Worker,Female,Human,Kul Tiras,Yes,2,1.00,Kul Tiras,Tree,3,1.00
Mabel,Stewart,1986-08-03,Peasant,Worker,Female,Human,Stormwind,Yes,2,1.00,Stormwind,Tree,1,1.00
Ffion,Stone,1993-10-14,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,3,1.00
Orla,Taylor,1979-12-29,Peasant,Worker,Female,Human,Kul Tiras,Yes,3,1.00,Kul Tiras,Tree,2,1.00
Abigail,Thompson,1985-02-08,Peasant,Worker,Female,Human,Kul Tiras,Yes,2,1.00,Kul Tiras,Tree,3,1.00
Aisha,Thomson,1990-04-17,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,2,1.00
Alessia,Todd,1978-06-22,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Gold,1,1.00
Alexa,Turner,1982-08-10,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,2,1.00
Alexandra,Walker,1995-09-03,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,2,1.00
Alexis,Ward,1975-11-19,Peasant,Worker,Female,Human,Lordaeron,Yes,3,1.00,Lordaeron,Gold,3,1.00
Alicia,Watson,1988-12-07,Peasant,Worker,Female,Human,Stormwind,Yes,2,1.00,Stormwind,Gold,1,1.00
Alys,Webb,1992-02-11,Peasant,Worker,Female,Human,Lordaeron,Yes,2,1.00,Lordaeron,Tree,1,1.00
Alyssa,Wells,1980-04-29,Peasant,Worker,Female,Human,Lordaeron,Yes,1,1.00,Lordaeron,Tree,2,1.00
Amanda,West,1979-05-21,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,1,1.00
Amber,White,1993-07-07,Peasant,Worker,Female,Human,Kul Tiras,Yes,1,1.00,Kul Tiras,Tree,1,1.00
Amelia,Williams,1984-10-27,Peasant,Worker,Female,Human,Stormwind,Yes,1,1.00,Stormwind,Tree,3,1.00
Amelie,Williamson,1987-12-11,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,2,1.00
Amy,Wilson,1991-03-30,Peasant,Worker,Female,Human,Kul Tiras,Yes,4,1.00,Kul Tiras,Tree,2,1.00
Anastasia,Wood,1976-06-17,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,1,1.00
Anna,Wright,1989-08-04,Peasant,Worker,Female,Human,Lordaeron,Yes,2,1.00,Lordaeron,Tree,2,1.00
Arabella,Young,1981-09-23,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,3,1.00
Aria,Allen,1994-11-15,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,2,1.00
Ariana,Anderson,1983-01-05,Peasant,Worker,Female,Human,Lordaeron,Yes,2,1.00,Lordaeron,Tree,1,1.00
Arianna,Andrews,1977-02-21,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,1,1.00
Ashley,Arnold,1986-04-26,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,2,1.00
Astrid,Bailey,1990-05-12,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,1,1.00
Athena,Barker,1978-07-22,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,3,1.00
Aubrey,Barnes,1985-09-04,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,3,1.00
Autumn,Barrett,1992-10-09,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,1,1.00
Avery,Bates,1975-12-18,Peasant,Worker,Female,Human,Stormwind,Yes,1,1.00,Stormwind,Gold,3,1.00
Beatrice,Baxter,1984-02-13,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,1,1.00
Bella,Bell,1991-03-19,Peasant,Worker,Female,Human,Kul Tiras,Yes,3,1.00,Kul Tiras,Gold,2,1.00
Bethany,Berry,1987-06-08,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,1,1.00
Betsy,Blake,1979-08-15,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,1,1.00
Billie,Bond,1980-10-19,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,1,1.00
Blake,Booth,1982-11-25,Peasant,Worker,Female,Human,Lordaeron,Yes,4,1.00,Lordaeron,Tree,2,1.00
Bonnie,Bradley,1993-01-28,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,1,1.00
Bridget,Brewer,1986-03-14,Peasant,Worker,Female,Human,Kul Tiras,Yes,2,1.00,Kul Tiras,Gold,2,1.00
Brooke,Brooks,1977-05-27,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,3,1.00
Bryony,Brown,1988-07-09,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,3,1.00
Caitlin,Bryant,1989-09-12,Peasant,Worker,Female,Human,Stormwind,Yes,4,1.00,Stormwind,Tree,3,1.00
Callie,Burke,1976-10-29,Peasant,Worker,Female,Human,Stormwind,Yes,5,1.00,Stormwind,Tree,1,1.00
Camilla,Burton,1990-12-18,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,1,1.00
Cara,Butler,1981-01-07,Peasant,Worker,Female,Human,Lordaeron,Yes,2,1.00,Lordaeron,Tree,3,1.00
Caroline,Cameron,1985-04-21,Peasant,Worker,Female,Human,Lordaeron,Yes,1,1.00,Lordaeron,Tree,1,1.00
Cassidy,Carpenter,1978-06-28,Peasant,Worker,Female,Human,Kul Tiras,Yes,3,1.00,Kul Tiras,Gold,1,1.00
Catherine,Chambers,1992-08-30,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,2,1.00
Charlotte,Chapman,1984-11-02,Peasant,Worker,Female,Human,Lordaeron,Yes,5,1.00,Lordaeron,Tree,1,1.00
Chelsea,Clarke,1983-01-15,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,3,1.00
Clara,Coleman,1980-03-24,Peasant,Worker,Female,Human,Stormwind,Yes,2,1.00,Stormwind,Tree,2,1.00
Cora,Cooper,1987-05-14,Peasant,Worker,Female,Human,Stormwind,Yes,2,1.00,Stormwind,Gold,1,1.00
Courtney,Cox,1976-07-24,Peasant,Worker,Female,Human,Kul Tiras,Yes,2,1.00,Kul Tiras,Gold,2,1.00
Daisy,Craig,1991-10-11,Peasant,Worker,Female,Human,Kul Tiras,Yes,4,1.00,Kul Tiras,Gold,3,1.00
Dakota,Crawford,1989-12-30,Peasant,Worker,Female,Human,Kul Tiras,Yes,5,1.00,Kul Tiras,Tree,2,1.00
Daphne,Cross,1984-01-28,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,2,1.00
Darcey,Cunningham,1975-04-10,Peasant,Worker,Female,Human,Lordaeron,Yes,3,1.00,Lordaeron,Gold,3,1.00
Delilah,Daniels,1993-06-29,Peasant,Worker,Female,Human,Kul Tiras,Yes,1,1.00,Kul Tiras,Tree,1,1.00
Demi,Davidson,1986-08-26,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,2,1.00
Destiny,Dean,1977-10-12,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,1,1.00
Eden,Dixon,1992-12-04,Peasant,Worker,Female,Human,Stormwind,Yes,5,1.00,Stormwind,Tree,3,1.00
Edith,Douglas,1981-02-17,Peasant,Worker,Female,Human,Lordaeron,Yes,4,1.00,Lordaeron,Gold,2,1.00
Eleanor,Duncan,1989-04-11,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,2,1.00
Eliana,Edwards,1983-07-27,Peasant,Worker,Female,Human,Stormwind,Yes,5,1.00,Stormwind,Tree,2,1.00
Eliza,Elliott,1978-09-08,Peasant,Worker,Female,Human,Lordaeron,Yes,5,1.00,Lordaeron,Tree,3,1.00
Elizabeth,Ellis,1991-11-11,Peasant,Worker,Female,Human,Lordaeron,Yes,3,1.00,Lordaeron,Tree,2,1.00
Ella,Evans,1988-01-02,Peasant,Worker,Female,Human,Kul Tiras,Yes,2,1.00,Kul Tiras,Tree,3,1.00
Ellie,Ferguson,1979-03-20,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,1,1.00
Eloise,Field,1984-06-25,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,2,1.00
Elsie,Fletcher,1980-08-16,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,1,1.00
Emilia,Ford,1985-10-13,Peasant,Worker,Female,Human,Kul Tiras,Yes,1,1.00,Kul Tiras,Gold,2,1.00
Emily,Foster,1987-12-20,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,3,1.00
Emma,Fowler,1990-02-18,Peasant,Worker,Female,Human,Kul Tiras,Yes,4,1.00,Kul Tiras,Tree,3,1.00
Erin,Francis,1982-05-27,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,2,1.00
Esme,Freeman,1977-07-19,Peasant,Worker,Female,Human,Lordaeron,Yes,3,1.00,Lordaeron,Gold,2,1.00
Estelle,Gardner,1992-09-07,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,2,1.00
Eva,George,1986-11-13,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,3,1.00
Eve,Gilbert,1978-01-09,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Tree,1,1.00
Evelyn,Gill,1993-03-27,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,1,1.00
Evie,Graham,1981-05-14,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,3,1.00
Faith,Gray,1989-07-22,Peasant,Worker,Female,Human,Kul Tiras,Yes,5,1.00,Kul Tiras,Gold,1,1.00
Faye,Green,1983-10-04,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,1,1.00
Felicity,Gregory,1990-12-25,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,1,1.00
Florence,Griffiths,1985-02-17,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Gold,2,1.00
Francesca,Hale,1976-04-22,Peasant,Worker,Female,Human,Kul Tiras,Yes,5,1.00,Kul Tiras,Tree,2,1.00
Freya,Hamilton,1988-06-28,Peasant,Worker,Female,Human,Stormwind,Yes,4,1.00,Stormwind,Gold,3,1.00
Gabriella,Hardy,1991-09-13,Peasant,Worker,Female,Human,Lordaeron,Yes,4,1.00,Lordaeron,Tree,2,1.00
Georgia,Harper,1979-11-27,Peasant,Worker,Female,Human,Stormwind,Yes,2,1.00,Stormwind,Tree,3,1.00
Georgina,Harris,1986-01-14,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,2,1.00
Grace,Harvey,1990-03-27,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,1,1.00
Gracie,Hawkins,1987-05-28,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,2,1.00
Greta,Henderson,1978-08-20,Peasant,Worker,Female,Human,Lordaeron,Yes,4,1.00,Lordaeron,Tree,2,1.00
Hannah,Henry,1984-10-28,Peasant,Worker,Female,Human,Lordaeron,Yes,2,1.00,Lordaeron,Gold,1,1.00
Harley,Hewitt,1991-12-11,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,3,1.00
Harriet,Higgins,1987-02-23,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Gold,1,1.00
Hazel,Hill,1977-04-16,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,3,1.00
Heidi,Holland,1989-07-25,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Gold,2,1.00
Holly,Holmes,1981-09-04,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,3,1.00
Hope,Hope,1983-11-08,Peasant,Worker,Female,Human,Lordaeron,No,0,1.00,Lordaeron,Tree,2,1.00
Imogen,Howard,1982-01-16,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,3,1.00
India,Hudson,1988-03-23,Peasant,Worker,Female,Human,Stormwind,Yes,3,1.00,Stormwind,Tree,1,1.00
Isabelle,Hughes,1990-06-17,Peasant,Worker,Female,Human,Stormwind,No,0,1.00,Stormwind,Gold,3,1.00
Isla,Hunt,1986-08-08,Peasant,Worker,Female,Human,Stormwind,Yes,1,1.00,Stormwind,Tree,3,1.00
Ivy,Hunter,1993-10-27,Peasant,Worker,Female,Human,Kul Tiras,No,0,1.00,Kul Tiras,Tree,1,1.00
Jade,Ingram,1979-12-12,Peasant,Worker,Female,Human,Lordaeron,Yes,2,1.00,Lordaeron,Gold,3,1.00
Michael,Smith,1965-04-17,Footman,Infantry,Male,Human,Kul Tiras,No,0,2.00,Kul Tiras,Police,3,2.00
James,Johnson,1958-09-06,Footman,Infantry,Male,Human,Stormwind,Yes,5,2.00,Stormwind,Border,1,2.00
John,Williams,1971-02-22,Footman,Infantry,Male,Human,Kul Tiras,Yes,2,2.00,Kul Tiras,Army,4,2.00
Robert,Brown,1988-07-03,Footman,Infantry,Male,Human,Stormwind,Yes,1,2.00,Stormwind,Border,6,2.00
David,Jones,1950-12-12,Footman,Infantry,Male,Human,Stormwind,Yes,3,2.00,Stormwind,Army,4,2.00
William,Garcia,1963-10-08,Footman,Infantry,Male,Human,Lordaeron,No,0,2.00,Lordaeron,Army,2,2.00
Richard,Miller,1978-05-20,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Army,6,2.00
Charles,Davis,1991-11-29,Footman,Infantry,Male,Human,Lordaeron,Yes,2,2.00,Lordaeron,Police,5,2.00
Joseph,Rodriguez,1953-06-04,Footman,Infantry,Male,Human,Stormwind,Yes,2,2.00,Stormwind,Army,1,2.00
Thomas,Martinez,1969-08-16,Footman,Infantry,Male,Human,Lordaeron,Yes,2,2.00,Lordaeron,Army,5,2.00
Christopher,Hernandez,1984-12-23,Footman,Infantry,Male,Human,Stormwind,Yes,3,2.00,Stormwind,Border,6,2.00
Daniel,Lopez,1972-03-10,Footman,Infantry,Male,Human,Lordaeron,Yes,1,2.00,Lordaeron,Police,1,2.00
Paul,Gonzalez,1986-07-27,Footman,Infantry,Male,Human,Lordaeron,Yes,1,2.00,Lordaeron,Police,6,2.00
Mark,Wilson,1957-05-14,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Army,1,2.00
Donald,Anderson,1966-12-30,Footman,Infantry,Male,Human,Lordaeron,Yes,3,2.00,Lordaeron,Army,7,2.00
George,Thomas,1975-11-11,Footman,Infantry,Male,Human,Lordaeron,No,0,2.00,Lordaeron,Border,4,2.00
Kenneth,Taylor,1983-09-25,Footman,Infantry,Male,Human,Stormwind,Yes,5,2.00,Stormwind,Army,4,2.00
Steven,Moore,1955-04-02,Footman,Infantry,Male,Human,Kul Tiras,No,0,2.00,Kul Tiras,Border,1,2.00
Edward,Jackson,1967-08-20,Footman,Infantry,Male,Human,Kul Tiras,No,0,2.00,Kul Tiras,Police,5,2.00
Brian,Martin,1979-01-18,Footman,Infantry,Male,Human,Lordaeron,Yes,2,2.00,Lordaeron,Army,6,2.00
Ronald,Lee,1995-03-22,Footman,Infantry,Male,Human,Lordaeron,Yes,2,2.00,Lordaeron,Police,3,2.00
Anthony,Perez,1959-07-15,Footman,Infantry,Male,Human,Kul Tiras,No,0,2.00,Kul Tiras,Border,7,2.00
Kevin,Thompson,1982-11-10,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Border,6,2.00
Jason,White,1961-06-07,Footman,Infantry,Male,Human,Stormwind,Yes,1,2.00,Stormwind,Army,1,2.00
Matthew,Harris,1973-12-14,Footman,Infantry,Male,Human,Kul Tiras,No,0,2.00,Kul Tiras,Army,3,2.00
Gary,Sanchez,1987-10-25,Footman,Infantry,Male,Human,Stormwind,Yes,1,2.00,Stormwind,Border,1,2.00
Timothy,Clark,1992-01-09,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Army,5,2.00
Jose,Ramirez,1954-03-05,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Army,4,2.00
Larry,Lewis,1976-05-21,Footman,Infantry,Male,Human,Kul Tiras,No,0,2.00,Kul Tiras,Border,5,2.00
Jeffrey,Robinson,1985-04-17,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Army,2,2.00
Frank,Walker,1990-06-13,Footman,Infantry,Male,Human,Lordaeron,Yes,4,2.00,Lordaeron,Army,6,2.00
Scott,Young,1962-01-26,Footman,Infantry,Male,Human,Stormwind,Yes,3,2.00,Stormwind,Army,6,2.00
Eric,Allen,1970-11-02,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Border,7,2.00
Stephen,King,1981-09-08,Footman,Infantry,Male,Human,Kul Tiras,Yes,1,2.00,Kul Tiras,Police,7,2.00
Andrew,Wright,1996-07-19,Footman,Infantry,Male,Human,Kul Tiras,No,0,2.00,Kul Tiras,Police,3,2.00
Raymond,Scott,1951-08-03,Footman,Infantry,Male,Human,Lordaeron,Yes,5,2.00,Lordaeron,Border,4,2.00
Gregory,Torres,1968-05-31,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Army,1,2.00
Joshua,Nguyen,1974-10-22,Footman,Infantry,Male,Human,Kul Tiras,Yes,2,2.00,Kul Tiras,Army,6,2.00
Jerry,Hill,1989-03-15,Footman,Infantry,Male,Human,Lordaeron,No,0,2.00,Lordaeron,Border,7,2.00
Dennis,Flores,1956-02-12,Footman,Infantry,Male,Human,Lordaeron,No,0,2.00,Lordaeron,Army,6,2.00
Walter,Green,1980-06-24,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Border,6,2.00
Patrick,Adams,1994-10-09,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Police,1,2.00
Peter,Nelson,1960-09-18,Footman,Infantry,Male,Human,Stormwind,Yes,2,2.00,Stormwind,Border,4,2.00
Harold,Baker,1977-12-30,Footman,Infantry,Male,Human,Lordaeron,Yes,4,2.00,Lordaeron,Border,6,2.00
Douglas,Hall,1988-11-20,Footman,Infantry,Male,Human,Lordaeron,No,0,2.00,Lordaeron,Police,2,2.00
Henry,Rivera,1951-06-12,Footman,Infantry,Male,Human,Lordaeron,Yes,4,2.00,Lordaeron,Army,7,2.00
Carl,Campbell,1976-01-07,Footman,Infantry,Male,Human,Stormwind,No,0,2.00,Stormwind,Army,4,2.00
